そのため,1223,1223,4000,接続詞関連単語,*,*,*,*,*,そのため,ソノタメ,ソノタメ
このため,1223,1223,4000,接続詞関連単語,*,*,*,*,*,このため,コノタメ,コノタメ
この事から,1223,1223,4000,接続詞関連単語,*,*,*,*,*,このことから,コノコトカラ,コノコトカラ
以上の事から,1223,1223,-4000,接続詞関連単語,*,*,*,*,*,いじょうのことから,イジョウノコトカラ,イジョウノコトカラ
思った,1223,1223,3000,動詞関連単語,一般,*,*,*,*,おもった,オモッタ,オモッタ
考えた,1223,1223,3000,動詞関連単語,一般,*,*,*,*,かんがえた,カンガエタ,カンガエタ
ので,1223,1223,1000,接続詞関連単語,*,*,*,*,*,ので,ノデ,ノデ
その一方,1223,1223,-5000,接続詞関連単語,*,*,*,*,*,そのいっぽう,ソノイッポウ,ソノイッポウ
一方,1223,1223,-5000,接続詞関連単語,*,*,*,*,*,いっぽう,イッポウ,イッポウ
それゆえ,1223,1223,1000,接続詞関連単語,*,*,*,*,*,それゆえ,ソレユエ,ソレユエ
にも関わらず,1223,1223,1000,接続詞関連単語,*,*,*,*,*,にもかかわらず,ニモカカワラズ,ニモカカワラズ
それにも関わらず,1223,1223,1000,接続詞関連単語,*,*,*,*,*,それにもかかわらず,ソレニモカカワラズ,ソレニモカカワラズ
同じく,1223,1223,1000,接続詞関連単語,*,*,*,*,*,おなじく,オナジク,オナジク
おまけに,1223,1223,1000,接続詞関連単語,*,*,*,*,*,おまけに,オマケニ,オマケニ
そればかりか,1223,1223,1000,接続詞関連単語,*,*,*,*,*,そればかりか,ソレバカリカ,ソレバカリカ
そればかりでなく,1223,1223,1000,接続詞関連単語,*,*,*,*,*,そればかりでなく,ソレバカリデナク,ソレバカリデナク
そればかりでなく,1223,1223,1000,接続詞関連単語,*,*,*,*,*,そればかりでなく,ソレバカリデナク,ソレバカリデナク
他方,1223,1223,1000,接続詞関連単語,*,*,*,*,*,たほう,タホウ,タホウ
逆に,1223,1223,1000,接続詞関連単語,*,*,*,*,*,ぎゃくに,ギャクニ,ギャクニ
反対に,1223,1223,1000,接続詞関連単語,*,*,*,*,*,はんたいに,ハンタイニ,ハンタイニ
というのは,1223,1223,1000,接続詞関連単語,*,*,*,*,*,というのは,トイウノハ,トイウノハ
その代わり,1223,1223,1000,接続詞関連単語,*,*,*,*,*,そのかわり,ソノカワリ,ソノカワリ
実のところ,1223,1223,1000,接続詞関連単語,*,*,*,*,*,じつのところ,ジツノトコロ,ジツノトコロ
要するに,1223,1223,1000,接続詞関連単語,*,*,*,*,*,ようするに,ヨウスルニ,ヨウスルニ
いわば,1223,1223,1000,接続詞関連単語,*,*,*,*,*,いわば,イワバ,イワバ
特に,1223,1223,1000,接続詞関連単語,*,*,*,*,*,とくに,トクニ,トクニ
とりわけ,1223,1223,1000,接続詞関連単語,*,*,*,*,*,とりわけ,トリワケ,トリワケ
中でも,1223,1223,1000,接続詞関連単語,*,*,*,*,*,なかでも,ナカデモ,ナカデモ
その中でも,1223,1223,1000,接続詞関連単語,*,*,*,*,*,そのなかでも,ソノナカデモ,ソノナカデモ
